user_id,field,response,attention,news_eval,condition,ip_address,ipblock
1652910748736_2tub9,election_importance,5_high-importance,1,5,-0.5,12.96.29.3,0
1652910748736_2tub9,election_newsworthiness,5_high-newsworthiness,1,5,-0.5,12.96.29.3,0
1652910748736_2tub9,johnny_importance,2_very-low-importance,1,2,-0.5,12.96.29.3,0
1652910748736_2tub9,johnny_newsworthiness,2_very-low-newsworthiness,1,2,-0.5,12.96.29.3,0
1652910748736_2tub9,climate_exposure_frequency,5_few-times-week,1,5,-0.5,12.96.29.3,0
1652910748736_2tub9,election_exposure_frequency,4_one-per-week,1,4,-0.5,12.96.29.3,0
1652910748736_2tub9,johnny_exposure_frequency,6_daily,1,6,-0.5,12.96.29.3,0
1652910748736_2tub9,climate_desired_frequency,2_same-climate-change,1,2,-0.5,12.96.29.3,0
1652910748736_2tub9,election_desired_frequency,2_same-election,1,2,-0.5,12.96.29.3,0
1652910748736_2tub9,johnny_desired_frequency,1_less-johnny,1,1,-0.5,12.96.29.3,0
1652910748736_2tub9,climate_concern,4_moderately-concerned,1,4,-0.5,12.96.29.3,0
1652910748736_2tub9,climate_hope,4_a-lot,1,4,-0.5,12.96.29.3,0
1652910748736_2tub9,climate_human_activity,5_agree,1,5,-0.5,12.96.29.3,0
1652910748736_2tub9,climate_problem,5_agree,1,5,-0.5,12.96.29.3,0
1652910748736_2tub9,climate_cards_perc,30,1,30,-0.5,12.96.29.3,0
1652910761747_2kgwd,climate_importance,5_high-importance,1,5,-0.5,68.108.141.106,0
1652910761747_2kgwd,climate_newsworthiness,5_high-newsworthiness,1,5,-0.5,68.108.141.106,0
1652910761747_2kgwd,election_importance,5_high-importance,1,5,-0.5,68.108.141.106,0
1652910761747_2kgwd,election_newsworthiness,5_high-newsworthiness,1,5,-0.5,68.108.141.106,0
1652910761747_2kgwd,johnny_importance,2_very-low-importance,1,2,-0.5,68.108.141.106,0
1652910761747_2kgwd,johnny_newsworthiness,3_low-newsworthiness,1,3,-0.5,68.108.141.106,0
1652910761747_2kgwd,climate_exposure_frequency,2_once-twice-month,1,2,-0.5,68.108.141.106,0
1652910761747_2kgwd,election_exposure_frequency,3_one-every-other-week,1,3,-0.5,68.108.141.106,0
1652910761747_2kgwd,johnny_exposure_frequency,5_few-times-week,1,5,-0.5,68.108.141.106,0
1652910761747_2kgwd,climate_desired_frequency,3_more-climate-change,1,3,-0.5,68.108.141.106,0
1652910761747_2kgwd,election_desired_frequency,3_more-election,1,3,-0.5,68.108.141.106,0
1652910761747_2kgwd,johnny_desired_frequency,1_less-johnny,1,1,-0.5,68.108.141.106,0
1652910761747_2kgwd,climate_concern,4_moderately-concerned,1,4,-0.5,68.108.141.106,0
1652910761747_2kgwd,climate_hope,3_some,1,3,-0.5,68.108.141.106,0
1652910761747_2kgwd,climate_human_activity,5_agree,1,5,-0.5,68.108.141.106,0
1652910761747_2kgwd,climate_problem,5_agree,1,5,-0.5,68.108.141.106,0
1652910761747_2kgwd,climate_cards_perc,5,1,5,-0.5,68.108.141.106,0
1652910816292_ln7bs,climate_importance,6_very-high-importance,1,6,-0.5,70.122.16.174,0
1652910816292_ln7bs,climate_newsworthiness,5_high-newsworthiness,1,5,-0.5,70.122.16.174,0
1652910816292_ln7bs,election_importance,5_high-importance,1,5,-0.5,70.122.16.174,0
1652910816292_ln7bs,election_newsworthiness,4_some-newsworthiness,1,4,-0.5,70.122.16.174,0
1652910816292_ln7bs,johnny_importance,4_some-importance,1,4,-0.5,70.122.16.174,0
1652910816292_ln7bs,johnny_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,70.122.16.174,0
1652910816292_ln7bs,climate_exposure_frequency,3_one-every-other-week,1,3,-0.5,70.122.16.174,0
1652910816292_ln7bs,election_exposure_frequency,2_once-twice-month,1,2,-0.5,70.122.16.174,0
1652910816292_ln7bs,johnny_exposure_frequency,7_multiple-times-daily,1,7,-0.5,70.122.16.174,0
1652910816292_ln7bs,climate_desired_frequency,3_more-climate-change,1,3,-0.5,70.122.16.174,0
1652910816292_ln7bs,election_desired_frequency,2_same-election,1,2,-0.5,70.122.16.174,0
1652910816292_ln7bs,johnny_desired_frequency,1_less-johnny,1,1,-0.5,70.122.16.174,0
1652910816292_ln7bs,climate_concern,3_somewhat-concerned,1,3,-0.5,70.122.16.174,0
1652910816292_ln7bs,climate_hope,3_some,1,3,-0.5,70.122.16.174,0
1652910816292_ln7bs,climate_human_activity,5_agree,1,5,-0.5,70.122.16.174,0
1652910816292_ln7bs,climate_problem,5_agree,1,5,-0.5,70.122.16.174,0
1652910816292_ln7bs,climate_cards_perc,15,1,15,-0.5,70.122.16.174,0
1652910842045_6dhjx,climate_importance,6_very-high-importance,1,6,-0.5,71.206.163.80,0
1652910842045_6dhjx,climate_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,71.206.163.80,0
1652910842045_6dhjx,election_importance,4_some-importance,1,4,-0.5,71.206.163.80,0
1652910842045_6dhjx,election_newsworthiness,4_some-newsworthiness,1,4,-0.5,71.206.163.80,0
1652910842045_6dhjx,johnny_importance,4_some-importance,1,4,-0.5,71.206.163.80,0
1652910842045_6dhjx,johnny_newsworthiness,4_some-newsworthiness,1,4,-0.5,71.206.163.80,0
1652910842045_6dhjx,climate_exposure_frequency,2_once-twice-month,1,2,-0.5,71.206.163.80,0
1652910842045_6dhjx,election_exposure_frequency,2_once-twice-month,1,2,-0.5,71.206.163.80,0
1652910842045_6dhjx,johnny_exposure_frequency,5_few-times-week,1,5,-0.5,71.206.163.80,0
1652910842045_6dhjx,climate_desired_frequency,3_more-climate-change,1,3,-0.5,71.206.163.80,0
1652910842045_6dhjx,election_desired_frequency,3_more-election,1,3,-0.5,71.206.163.80,0
1652910842045_6dhjx,johnny_desired_frequency,2_same-johnny,1,2,-0.5,71.206.163.80,0
1652910842045_6dhjx,climate_concern,6_extremely-concerned,1,6,-0.5,71.206.163.80,0
1652910842045_6dhjx,climate_hope,2_a-little,1,2,-0.5,71.206.163.80,0
1652910842045_6dhjx,climate_human_activity,6_strongly-agree,1,6,-0.5,71.206.163.80,0
1652910842045_6dhjx,climate_problem,6_strongly-agree,1,6,-0.5,71.206.163.80,0
1652910842045_6dhjx,climate_cards_perc,5,1,5,-0.5,71.206.163.80,0
1652910892507_s7rvi,climate_importance,6_very-high-importance,1,6,0.5,24.61.208.102,0
1652910892507_s7rvi,climate_newsworthiness,6_very-high-newsworthiness,1,6,0.5,24.61.208.102,0
1652910892507_s7rvi,election_importance,2_very-low-importance,1,2,0.5,24.61.208.102,0
1652910892507_s7rvi,election_newsworthiness,5_high-newsworthiness,1,5,0.5,24.61.208.102,0
1652910892507_s7rvi,johnny_importance,4_some-importance,1,4,0.5,24.61.208.102,0
1652910892507_s7rvi,johnny_newsworthiness,6_very-high-newsworthiness,1,6,0.5,24.61.208.102,0
1652910892507_s7rvi,climate_exposure_frequency,3_one-every-other-week,1,3,0.5,24.61.208.102,0
1652910892507_s7rvi,election_exposure_frequency,2_once-twice-month,1,2,0.5,24.61.208.102,0
1652910892507_s7rvi,johnny_exposure_frequency,7_multiple-times-daily,1,7,0.5,24.61.208.102,0
1652910892507_s7rvi,climate_desired_frequency,2_same-climate-change,1,2,0.5,24.61.208.102,0
1652910892507_s7rvi,election_desired_frequency,1_less-election,1,1,0.5,24.61.208.102,0
1652910892507_s7rvi,johnny_desired_frequency,1_less-johnny,1,1,0.5,24.61.208.102,0
1652910892507_s7rvi,climate_concern,5_very-concerned,1,5,0.5,24.61.208.102,0
1652910892507_s7rvi,climate_hope,2_a-little,1,2,0.5,24.61.208.102,0
1652910892507_s7rvi,climate_human_activity,6_strongly-agree,1,6,0.5,24.61.208.102,0
1652910892507_s7rvi,climate_problem,6_strongly-agree,1,6,0.5,24.61.208.102,0
1652910892507_s7rvi,climate_cards_perc,70,1,70,0.5,24.61.208.102,0
1652910903028_kvb2g,climate_importance,6_very-high-importance,1,6,-0.5,73.112.146.2,0
1652910903028_kvb2g,climate_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,73.112.146.2,0
1652910903028_kvb2g,election_importance,5_high-importance,1,5,-0.5,73.112.146.2,0
1652910903028_kvb2g,election_newsworthiness,5_high-newsworthiness,1,5,-0.5,73.112.146.2,0
1652910903028_kvb2g,johnny_importance,3_low-importance,1,3,-0.5,73.112.146.2,0
1652910903028_kvb2g,johnny_newsworthiness,2_very-low-newsworthiness,1,2,-0.5,73.112.146.2,0
1652910903028_kvb2g,climate_exposure_frequency,4_one-per-week,1,4,-0.5,73.112.146.2,0
1652910903028_kvb2g,election_exposure_frequency,3_one-every-other-week,1,3,-0.5,73.112.146.2,0
1652910903028_kvb2g,johnny_exposure_frequency,5_few-times-week,1,5,-0.5,73.112.146.2,0
1652910903028_kvb2g,climate_desired_frequency,3_more-climate-change,1,3,-0.5,73.112.146.2,0
1652910903028_kvb2g,election_desired_frequency,2_same-election,1,2,-0.5,73.112.146.2,0
1652910903028_kvb2g,johnny_desired_frequency,1_less-johnny,1,1,-0.5,73.112.146.2,0
1652910903028_kvb2g,climate_concern,5_very-concerned,1,5,-0.5,73.112.146.2,0
1652910903028_kvb2g,climate_hope,3_some,1,3,-0.5,73.112.146.2,0
1652910903028_kvb2g,climate_human_activity,6_strongly-agree,1,6,-0.5,73.112.146.2,0
1652910903028_kvb2g,climate_problem,6_strongly-agree,1,6,-0.5,73.112.146.2,0
1652910903028_kvb2g,climate_cards_perc,21,1,21,-0.5,73.112.146.2,0
1652910937570_36he4,climate_importance,6_very-high-importance,1,6,0.5,50.123.15.42,0
1652910937570_36he4,climate_newsworthiness,6_very-high-newsworthiness,1,6,0.5,50.123.15.42,0
1652910937570_36he4,election_importance,6_very-high-importance,1,6,0.5,50.123.15.42,0
1652910937570_36he4,election_newsworthiness,6_very-high-newsworthiness,1,6,0.5,50.123.15.42,0
1652910937570_36he4,johnny_importance,2_very-low-importance,1,2,0.5,50.123.15.42,0
1652910937570_36he4,johnny_newsworthiness,3_low-newsworthiness,1,3,0.5,50.123.15.42,0
1652910937570_36he4,climate_exposure_frequency,6_daily,1,6,0.5,50.123.15.42,0
1652910937570_36he4,election_exposure_frequency,7_multiple-times-daily,1,7,0.5,50.123.15.42,0
1652910937570_36he4,johnny_exposure_frequency,7_multiple-times-daily,1,7,0.5,50.123.15.42,0
1652910937570_36he4,climate_desired_frequency,3_more-climate-change,1,3,0.5,50.123.15.42,0
1652910937570_36he4,election_desired_frequency,2_same-election,1,2,0.5,50.123.15.42,0
1652910937570_36he4,johnny_desired_frequency,1_less-johnny,1,1,0.5,50.123.15.42,0
1652910937570_36he4,climate_concern,6_extremely-concerned,1,6,0.5,50.123.15.42,0
1652910937570_36he4,climate_hope,3_some,1,3,0.5,50.123.15.42,0
1652910937570_36he4,climate_human_activity,6_strongly-agree,1,6,0.5,50.123.15.42,0
1652910937570_36he4,climate_problem,6_strongly-agree,1,6,0.5,50.123.15.42,0
1652910937570_36he4,climate_cards_perc,70,1,70,0.5,50.123.15.42,0
1652911105205_92l3k,climate_importance,6_very-high-importance,1,6,-0.5,68.174.129.138,0
1652911105205_92l3k,climate_newsworthiness,5_high-newsworthiness,1,5,-0.5,68.174.129.138,0
1652911105205_92l3k,election_importance,5_high-importance,1,5,-0.5,68.174.129.138,0
1652911105205_92l3k,election_newsworthiness,5_high-newsworthiness,1,5,-0.5,68.174.129.138,0
1652911105205_92l3k,johnny_importance,3_low-importance,1,3,-0.5,68.174.129.138,0
1652911105205_92l3k,johnny_newsworthiness,4_some-newsworthiness,1,4,-0.5,68.174.129.138,0
1652911105205_92l3k,climate_exposure_frequency,6_daily,1,6,-0.5,68.174.129.138,0
1652911105205_92l3k,election_exposure_frequency,6_daily,1,6,-0.5,68.174.129.138,0
1652911105205_92l3k,johnny_exposure_frequency,6_daily,1,6,-0.5,68.174.129.138,0
1652911105205_92l3k,climate_desired_frequency,3_more-climate-change,1,3,-0.5,68.174.129.138,0
1652911105205_92l3k,election_desired_frequency,2_same-election,1,2,-0.5,68.174.129.138,0
1652911105205_92l3k,johnny_desired_frequency,1_less-johnny,1,1,-0.5,68.174.129.138,0
1652911105205_92l3k,climate_concern,5_very-concerned,1,5,-0.5,68.174.129.138,0
1652911105205_92l3k,climate_hope,3_some,1,3,-0.5,68.174.129.138,0
1652911105205_92l3k,climate_human_activity,4_slightly-agree,1,4,-0.5,68.174.129.138,0
1652911105205_92l3k,climate_problem,5_agree,1,5,-0.5,68.174.129.138,0
1652911105205_92l3k,climate_cards_perc,50,1,50,-0.5,68.174.129.138,0
1652911186405_dlpvo,climate_importance,5_high-importance,1,5,0.5,97.101.106.164,0
1652911186405_dlpvo,climate_newsworthiness,5_high-newsworthiness,1,5,0.5,97.101.106.164,0
1652911186405_dlpvo,election_importance,4_some-importance,1,4,0.5,97.101.106.164,0
1652911186405_dlpvo,election_newsworthiness,4_some-newsworthiness,1,4,0.5,97.101.106.164,0
1652911186405_dlpvo,johnny_importance,4_some-importance,1,4,0.5,97.101.106.164,0
1652911186405_dlpvo,johnny_newsworthiness,4_some-newsworthiness,1,4,0.5,97.101.106.164,0
1652911186405_dlpvo,climate_exposure_frequency,5_few-times-week,1,5,0.5,97.101.106.164,0
1652911186405_dlpvo,election_exposure_frequency,5_few-times-week,1,5,0.5,97.101.106.164,0
1652911186405_dlpvo,johnny_exposure_frequency,5_few-times-week,1,5,0.5,97.101.106.164,0
1652911186405_dlpvo,climate_desired_frequency,2_same-climate-change,1,2,0.5,97.101.106.164,0
1652911186405_dlpvo,election_desired_frequency,2_same-election,1,2,0.5,97.101.106.164,0
1652911186405_dlpvo,johnny_desired_frequency,2_same-johnny,1,2,0.5,97.101.106.164,0
1652911186405_dlpvo,climate_concern,4_moderately-concerned,1,4,0.5,97.101.106.164,0
1652911186405_dlpvo,climate_hope,3_some,1,3,0.5,97.101.106.164,0
1652911186405_dlpvo,climate_human_activity,4_slightly-agree,1,4,0.5,97.101.106.164,0
1652911186405_dlpvo,climate_problem,4_slightly-agree,1,4,0.5,97.101.106.164,0
1652911186405_dlpvo,climate_cards_perc,50,1,50,0.5,97.101.106.164,0
1652911207279_zz7co,climate_importance,6_very-high-importance,1,6,-0.5,172.58.25.102,0
1652911207279_zz7co,climate_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,172.58.25.102,0
1652911207279_zz7co,election_importance,4_some-importance,1,4,-0.5,172.58.25.102,0
1652911207279_zz7co,election_newsworthiness,4_some-newsworthiness,1,4,-0.5,172.58.25.102,0
1652911207279_zz7co,johnny_importance,3_low-importance,1,3,-0.5,172.58.25.102,0
1652911207279_zz7co,johnny_newsworthiness,3_low-newsworthiness,1,3,-0.5,172.58.25.102,0
1652911207279_zz7co,climate_exposure_frequency,4_one-per-week,1,4,-0.5,172.58.25.102,0
1652911207279_zz7co,election_exposure_frequency,5_few-times-week,1,5,-0.5,172.58.25.102,0
1652911207279_zz7co,johnny_exposure_frequency,6_daily,1,6,-0.5,172.58.25.102,0
1652911207279_zz7co,climate_desired_frequency,2_same-climate-change,1,2,-0.5,172.58.25.102,0
1652911207279_zz7co,election_desired_frequency,1_less-election,1,1,-0.5,172.58.25.102,0
1652911207279_zz7co,johnny_desired_frequency,1_less-johnny,1,1,-0.5,172.58.25.102,0
1652911207279_zz7co,climate_concern,3_somewhat-concerned,1,3,-0.5,172.58.25.102,0
1652911207279_zz7co,climate_hope,2_a-little,1,2,-0.5,172.58.25.102,0
1652911207279_zz7co,climate_human_activity,2_disagree,1,2,-0.5,172.58.25.102,0
1652911207279_zz7co,climate_problem,4_slightly-agree,1,4,-0.5,172.58.25.102,0
1652911207279_zz7co,climate_cards_perc,1,1,1,-0.5,172.58.25.102,0
1652911225630_2d92y,climate_importance,5_high-importance,1,5,-0.5,174.63.63.99,0
1652911225630_2d92y,climate_newsworthiness,5_high-newsworthiness,1,5,-0.5,174.63.63.99,0
1652911225630_2d92y,election_importance,4_some-importance,1,4,-0.5,174.63.63.99,0
1652911225630_2d92y,election_newsworthiness,4_some-newsworthiness,1,4,-0.5,174.63.63.99,0
1652911225630_2d92y,johnny_importance,1_no-importance,1,1,-0.5,174.63.63.99,0
1652911225630_2d92y,johnny_newsworthiness,1_no-newsworthiness,1,1,-0.5,174.63.63.99,0
1652911225630_2d92y,climate_exposure_frequency,4_one-per-week,1,4,-0.5,174.63.63.99,0
1652911225630_2d92y,election_exposure_frequency,4_one-per-week,1,4,-0.5,174.63.63.99,0
1652911225630_2d92y,johnny_exposure_frequency,7_multiple-times-daily,1,7,-0.5,174.63.63.99,0
1652911225630_2d92y,climate_desired_frequency,3_more-climate-change,1,3,-0.5,174.63.63.99,0
1652911225630_2d92y,election_desired_frequency,2_same-election,1,2,-0.5,174.63.63.99,0
1652911225630_2d92y,johnny_desired_frequency,1_less-johnny,1,1,-0.5,174.63.63.99,0
1652911225630_2d92y,climate_concern,4_moderately-concerned,1,4,-0.5,174.63.63.99,0
1652911225630_2d92y,climate_hope,3_some,1,3,-0.5,174.63.63.99,0
1652911225630_2d92y,climate_human_activity,4_slightly-agree,1,4,-0.5,174.63.63.99,0
1652911225630_2d92y,climate_problem,6_strongly-agree,1,6,-0.5,174.63.63.99,0
1652911225630_2d92y,climate_cards_perc,31,1,31,-0.5,174.63.63.99,0
1652911329308_zoysq,climate_importance,6_very-high-importance,1,6,0.5,72.183.155.181,0
1652911329308_zoysq,climate_newsworthiness,4_some-newsworthiness,1,4,0.5,72.183.155.181,0
1652911329308_zoysq,election_importance,4_some-importance,1,4,0.5,72.183.155.181,0
1652911329308_zoysq,election_newsworthiness,5_high-newsworthiness,1,5,0.5,72.183.155.181,0
1652911329308_zoysq,johnny_importance,4_some-importance,1,4,0.5,72.183.155.181,0
1652911329308_zoysq,johnny_newsworthiness,5_high-newsworthiness,1,5,0.5,72.183.155.181,0
1652911329308_zoysq,climate_exposure_frequency,3_one-every-other-week,1,3,0.5,72.183.155.181,0
1652911329308_zoysq,election_exposure_frequency,5_few-times-week,1,5,0.5,72.183.155.181,0
1652911329308_zoysq,johnny_exposure_frequency,6_daily,1,6,0.5,72.183.155.181,0
1652911329308_zoysq,climate_desired_frequency,2_same-climate-change,1,2,0.5,72.183.155.181,0
1652911329308_zoysq,election_desired_frequency,2_same-election,1,2,0.5,72.183.155.181,0
1652911329308_zoysq,johnny_desired_frequency,3_more-johnny,1,3,0.5,72.183.155.181,0
1652911329308_zoysq,climate_concern,2_slighly-concerned,1,2,0.5,72.183.155.181,0
1652911329308_zoysq,climate_hope,2_a-little,1,2,0.5,72.183.155.181,0
1652911329308_zoysq,climate_human_activity,4_slightly-agree,1,4,0.5,72.183.155.181,0
1652911329308_zoysq,climate_problem,5_agree,1,5,0.5,72.183.155.181,0
1652911329308_zoysq,climate_cards_perc,45,1,45,0.5,72.183.155.181,0
1652911700844_nwdn5,climate_importance,6_very-high-importance,1,6,0.5,24.43.123.84,0
1652911700844_nwdn5,climate_newsworthiness,6_very-high-newsworthiness,1,6,0.5,24.43.123.84,0
1652911700844_nwdn5,election_importance,6_very-high-importance,1,6,0.5,24.43.123.84,0
1652911700844_nwdn5,election_newsworthiness,6_very-high-newsworthiness,1,6,0.5,24.43.123.84,0
1652911700844_nwdn5,johnny_importance,3_low-importance,1,3,0.5,24.43.123.84,0
1652911700844_nwdn5,johnny_newsworthiness,4_some-newsworthiness,1,4,0.5,24.43.123.84,0
1652911700844_nwdn5,climate_exposure_frequency,7_multiple-times-daily,1,7,0.5,24.43.123.84,0
1652911700844_nwdn5,election_exposure_frequency,7_multiple-times-daily,1,7,0.5,24.43.123.84,0
1652911700844_nwdn5,johnny_exposure_frequency,7_multiple-times-daily,1,7,0.5,24.43.123.84,0
1652911700844_nwdn5,climate_desired_frequency,3_more-climate-change,1,3,0.5,24.43.123.84,0
1652911700844_nwdn5,election_desired_frequency,3_more-election,1,3,0.5,24.43.123.84,0
1652911700844_nwdn5,johnny_desired_frequency,2_same-johnny,1,2,0.5,24.43.123.84,0
1652911700844_nwdn5,climate_concern,6_extremely-concerned,1,6,0.5,24.43.123.84,0
1652911700844_nwdn5,climate_hope,1_none-at-all,1,1,0.5,24.43.123.84,0
1652911700844_nwdn5,climate_human_activity,6_strongly-agree,1,6,0.5,24.43.123.84,0
1652911700844_nwdn5,climate_problem,6_strongly-agree,1,6,0.5,24.43.123.84,0
1652911700844_nwdn5,climate_cards_perc,70,1,70,0.5,24.43.123.84,0
1652911714830_261u5,climate_importance,6_very-high-importance,1,6,-0.5,71.187.227.62,0
1652911714830_261u5,climate_newsworthiness,5_high-newsworthiness,1,5,-0.5,71.187.227.62,0
1652911714830_261u5,election_importance,5_high-importance,1,5,-0.5,71.187.227.62,0
1652911714830_261u5,election_newsworthiness,5_high-newsworthiness,1,5,-0.5,71.187.227.62,0
1652911714830_261u5,johnny_importance,3_low-importance,1,3,-0.5,71.187.227.62,0
1652911714830_261u5,johnny_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,71.187.227.62,0
1652911714830_261u5,climate_exposure_frequency,5_few-times-week,1,5,-0.5,71.187.227.62,0
1652911714830_261u5,election_exposure_frequency,4_one-per-week,1,4,-0.5,71.187.227.62,0
1652911714830_261u5,johnny_exposure_frequency,7_multiple-times-daily,1,7,-0.5,71.187.227.62,0
1652911714830_261u5,climate_desired_frequency,2_same-climate-change,1,2,-0.5,71.187.227.62,0
1652911714830_261u5,election_desired_frequency,3_more-election,1,3,-0.5,71.187.227.62,0
1652911714830_261u5,johnny_desired_frequency,1_less-johnny,1,1,-0.5,71.187.227.62,0
1652911714830_261u5,climate_concern,5_very-concerned,1,5,-0.5,71.187.227.62,0
1652911714830_261u5,climate_hope,2_a-little,1,2,-0.5,71.187.227.62,0
1652911714830_261u5,climate_human_activity,6_strongly-agree,1,6,-0.5,71.187.227.62,0
1652911714830_261u5,climate_problem,5_agree,1,5,-0.5,71.187.227.62,0
1652911714830_261u5,climate_cards_perc,11,1,11,-0.5,71.187.227.62,0
1652911734820_v3t3k,climate_importance,6_very-high-importance,1,6,0.5,98.30.129.235,0
1652911734820_v3t3k,climate_newsworthiness,6_very-high-newsworthiness,1,6,0.5,98.30.129.235,0
1652911734820_v3t3k,election_importance,5_high-importance,1,5,0.5,98.30.129.235,0
1652911734820_v3t3k,election_newsworthiness,6_very-high-newsworthiness,1,6,0.5,98.30.129.235,0
1652911734820_v3t3k,johnny_importance,2_very-low-importance,1,2,0.5,98.30.129.235,0
1652911734820_v3t3k,johnny_newsworthiness,2_very-low-newsworthiness,1,2,0.5,98.30.129.235,0
1652911734820_v3t3k,climate_exposure_frequency,2_once-twice-month,1,2,0.5,98.30.129.235,0
1652911734820_v3t3k,election_exposure_frequency,1_none-this-month,1,1,0.5,98.30.129.235,0
1652911734820_v3t3k,johnny_exposure_frequency,7_multiple-times-daily,1,7,0.5,98.30.129.235,0
